,0,1,2,3,4,5
0,0.004729311,0.0039481693,0.005188386,0.009125796,0.16746384,0.003892518
1,0.028804645,0.013770738,0.017915236,0.18348649,0.025764784,0.04837824
2,0.7437747,0.016800312,0.01510369,0.019002657,0.03874019,0.20236401
3,0.05322965,0.0081288,0.35720274,0.09795347,0.050534923,0.10514442
4,0.028389579,0.014344693,0.028426236,0.72808605,0.37769684,0.010434645
5,0.016712869,0.5703491,0.27684343,0.013160639,0.26165953,0.025924083
6,0.0044357246,0.13488811,0.009118456,0.01020318,0.0035152142,0.0053979484
7,0.0054478236,0.055405177,0.0063865473,0.0059112515,0.0065767583,0.0045800074
8,0.01586022,0.0051697385,0.008933343,0.053934816,0.41341895,0.05237361
9,0.04099518,0.013436659,0.013749543,0.7124595,0.13015556,0.022726713
10,0.0054894555,0.008337068,0.11011402,0.16911505,0.0068414197,0.02914267
11,0.22480294,0.0077028153,0.2581728,0.012440315,0.03170491,0.13694702
12,0.010700224,0.0073219873,0.009463007,0.010130813,0.5588152,0.31519976
13,0.00441902,0.14357886,0.007913552,0.008843792,0.00505282,0.009201178
14,0.020495035,0.03192832,0.019789182,0.1126608,1.8735204,0.037868485
15,0.5787013,1.8701297,0.15872866,0.45446697,0.04603928,0.04185042
16,0.013357816,0.10824592,0.026223293,0.1214882,0.0141386045,0.18642393
17,0.008733812,0.028020507,0.0083299,0.010023063,0.009579693,0.079395674
18,0.3582654,0.88673174,0.0191432,0.025016464,1.7394286,0.28528234
19,0.013131319,0.013015637,0.012781458,0.07842296,0.35004357,0.012411425
20,0.021042211,0.016407453,0.32165018,0.021215675,5.263982,0.6221221
21,0.1256355,0.060320336,0.006915172,0.0065422547,0.005572389,0.00967037
22,0.0356172,0.011796225,0.011613983,0.019649561,0.41833434,0.37891746
23,0.14859718,0.013678424,0.03762843,0.3560318,0.027524645,0.038936727
24,0.009826677,0.29817745,0.0056091375,0.09798026,0.010639312,0.0067408592
25,0.16818404,2.8963068,0.5201737,0.021304786,0.41451883,0.8606324
26,0.009623163,0.0126305055,0.7695492,0.01023279,0.015678363,0.21775703
27,0.014112978,0.5462314,0.021443933,0.016171696,0.014340985,0.009245365
28,0.048618693,0.04123792,0.0067252372,0.0234606,0.0068978453,0.0062741456
29,0.006517582,0.010270912,0.10688656,0.014132168,0.105066516,0.010851347
30,0.012238176,0.004141863,0.16568717,0.064627506,0.006206004,0.042495776
31,0.010074071,0.0074912496,0.014243522,0.0727863,0.06632119,0.008687398
32,0.041609574,0.008282163,0.2042881,0.112678535,0.033520166,0.008676086
33,0.019766733,0.01692669,0.38413298,0.020734714,0.16977105,0.010943038
34,0.023327483,0.014666867,0.026015023,0.24492282,0.7690832,0.013351753
35,0.008709316,0.1759822,0.01824277,0.014266315,0.012207475,0.025094459
36,0.008971211,0.01267671,0.44946003,0.0084131295,0.039902262,0.1705681
37,0.007495316,0.048274312,0.009186353,0.36389366,0.008026742,0.008545587
38,0.18028802,0.006061832,0.012125887,0.086028494,0.01256032,0.028215175
39,0.120315306,0.34537214,0.01432333,0.18439631,0.02350612,0.015366287
40,0.19725806,0.0066346736,0.0121938465,0.00733905,0.09439947,0.012699467
41,0.13894472,0.13796835,0.010268211,0.016347017,0.08274805,0.012924875
42,0.025197502,0.10540005,0.0059884638,0.0065961876,0.006176124,0.004486105
43,0.31654364,0.014856003,0.018621515,0.8457151,0.016856374,0.011416195
44,0.0074022203,0.010150162,0.011338734,0.00500806,0.0072648413,0.3820414
45,0.0605182,0.0038198684,0.027212348,0.007574342,0.008137223,0.009818322
46,0.008415005,0.24498327,0.011225906,0.010556903,0.013156541,0.00570582
47,0.1643531,0.011375808,0.011073563,0.07215431,0.022881532,0.108160846
48,0.011923145,0.3901323,0.017837731,0.012744799,0.01905956,0.011113005
49,0.016091531,0.006341342,0.12495824,0.009064712,0.009252319,0.010323414
50,0.005342074,0.0065657925,0.007673686,0.40012497,0.011670601,0.011411803
51,0.0102524925,0.01105417,0.38717088,0.009215752,0.1037333,0.007970055
52,0.3913729,1.220919,0.0132608805,0.04048708,0.02248152,0.017592885
53,0.030337017,0.016869197,0.02374684,0.2744195,0.92908144,0.02427119
54,1.4647202,0.12760577,11.509969,0.46247095,0.2690141,0.8670139
55,0.013030622,0.013285725,0.068538964,0.015896967,0.40849644,0.009900438
56,0.086701326,0.027603572,0.4838188,0.00917643,0.018724836,0.0070469794
57,2.080257,0.021230368,0.020105556,0.17829302,0.31158903,0.022713762
58,0.012279956,0.007869165,0.011112861,0.03805425,0.11812001,0.011072228
59,0.20356973,0.16009423,0.014200694,0.014912847,0.020536186,0.011204158
60,0.007907433,0.010150091,0.012540628,0.008765194,0.05081657,0.009710931
61,2.2871296,0.16704479,0.018777521,1.1135519,1.7821765,1.2167617
62,0.24934244,0.9003909,0.0071333842,0.02037052,0.02671182,0.013487374
63,0.016119175,0.012403384,0.9522535,0.01005131,0.025338242,0.01404146
64,0.022342598,0.78957945,0.04335316,1.899683,0.22413018,0.016488487
65,0.020841466,0.0746418,0.022254853,0.4148376,0.86340505,0.17873299
66,2.985298,0.63991106,0.015016147,0.01721568,0.027472468,0.01972799
67,0.023659017,0.013796506,0.019595169,0.5691799,0.6988609,0.599178
68,0.043108165,0.007892313,0.2662305,0.010104704,0.09327071,0.0077193743
