,0,1,2,3,4,5
0,0.0147277,0.013119889,0.32039225,0.010623255,0.00797719,0.014093338
1,0.012798551,0.01596516,0.074540295,0.22423548,0.007830698,0.01707085
2,0.0072113536,0.075717546,0.03423313,0.15563074,0.006945504,0.006373855
3,0.088506475,0.032808308,0.04294378,4.0034294,1.637736,0.5303394
4,0.015965326,0.009173946,0.56813353,0.013171218,0.012497096,0.047543675
5,0.028440865,0.021289233,0.04161834,0.01524764,0.09168179,0.3806831
6,0.03739793,0.099898666,0.23420322,0.027013058,0.046707872,2.4780788
7,0.4382196,0.084034115,0.02567662,0.024342954,0.15201923,0.033616807
8,0.62317115,5.3969336,0.10608853,0.034890484,0.48687252,0.046933267
9,0.020311428,0.017196331,0.013166482,0.021258617,0.22902188,0.019445455
10,0.024085792,0.02921851,1.2950665,0.0733525,0.609443,0.039957903
11,1.6860691,0.036355305,0.41683006,0.0417583,0.102528855,0.02594081
12,0.011135532,0.02302838,0.006292332,0.014158383,0.013712544,0.4018623
13,0.0076983394,0.012168038,0.009228021,0.0073964177,0.101132005,0.0076403157
14,0.016911937,0.08066889,0.05256019,0.01696672,0.007702086,0.008968087
15,0.00864617,0.010380825,0.0125173405,0.01263343,0.14748517,0.0064249556
16,1.106613,0.014277521,0.0331743,0.028211154,0.019041084,0.026457066
17,0.042755146,0.013875765,0.011884715,0.013561355,0.090294816,0.0260304
18,0.3813023,0.02794413,1.2211851,0.028810157,0.03437225,0.032154996
19,0.01752862,0.015073642,0.1383883,0.012983547,0.020593528,0.2756675
20,0.8490902,0.14326511,1.414186,0.05204218,3.2202015,0.87975705
21,0.013332117,0.011999014,0.014077506,0.012792185,0.009819886,0.46132064
22,0.01023985,0.00806192,0.0157168,0.005844612,0.101107866,0.016580718
23,0.009684099,0.0077431584,0.048179157,0.008854628,0.009979006,0.012894763
24,0.045925375,0.017216971,0.02010862,0.031401135,0.6646538,0.38544562
25,0.01241639,0.070710495,0.008237392,0.00804308,0.009577155,0.011203754
26,0.018649634,0.036859132,0.0064756176,0.017368827,0.20188624,0.09599594
27,0.013986005,1.0405145,0.019070283,0.014796312,0.023403859,0.024611924
28,0.13244171,0.011662757,0.07942224,0.014683709,0.08859568,0.024291474
29,0.36669144,0.59961724,0.030456021,0.014185989,0.037229534,0.11650666
30,0.024584206,0.012859594,0.028710546,0.87301123,0.15029286,0.02483262
31,0.010410919,0.005193902,0.009776745,0.0076612737,0.010816307,0.1497554
32,0.31075826,0.4044014,0.02350669,0.13282654,1.7007505,0.031750813
33,9.494637,5.700426,0.62189513,1.1883253,4.458784,0.1976254
34,0.027116422,0.053866234,0.026282074,0.120800585,0.9290953,0.014454617
35,0.026346885,0.048458327,0.32038102,0.8461836,0.7253043,0.04193052
36,0.7532208,0.010191974,0.019217595,0.032461517,0.013287549,0.021844141
37,0.01645297,0.00863454,0.23476078,0.01348147,0.014896007,0.012787551
38,0.028126914,0.0150570795,0.07699424,0.016289992,0.014215547,0.096995845
39,0.024460653,0.09028036,0.58873874,0.03737428,0.016947724,0.028803946
40,0.026778683,0.035749573,0.03230434,2.1015842,0.035670135,0.0294692
41,0.012332983,0.009326486,0.2740659,0.011009676,0.020183073,0.016794277
42,0.112742096,1.0423453,0.086647004,0.9176274,0.07981065,0.03600563
43,0.0157994,0.019201417,0.015096584,0.18291909,0.0118447505,0.1282788
44,0.7314048,0.28671664,1.3490314,0.048568558,4.004048,0.04360853
45,0.04083547,0.029511029,0.03570807,0.20433019,1.4362614,0.023032261
46,0.20813406,0.12138058,0.014291821,0.03469552,0.038264297,0.019255925
47,0.018544627,0.016544301,0.013679248,0.015438219,0.67061573,0.017861402
48,0.026592953,0.024016798,3.2458632,0.028525626,0.021648947,0.19692035
49,0.028502675,0.015504094,0.02238838,0.013916472,0.14548853,0.024809778
50,0.30535796,0.026700532,0.34695575,0.02516892,0.6908353,0.038596988
51,0.16441754,1.2190828,0.056750022,0.03578447,0.0400869,0.033698928
52,0.02932131,0.1369124,0.012626498,0.07292651,0.013863271,0.012564351
53,0.16630787,0.01212615,0.094885744,0.0045020427,0.010249307,0.0269828
54,0.020140622,0.017256394,0.024450885,0.014022913,0.35076705,0.115512215
55,0.027869022,0.14300261,0.01622736,0.015997145,0.02418558,0.034312043
56,0.014416297,0.016024904,0.020011427,0.016431175,0.26615438,0.058770582
57,0.064881675,0.014567701,0.016403787,0.010910648,0.011444117,0.03440334
58,0.05079501,3.2911463,0.14147687,0.33035958,0.042073876,0.037425075
59,0.035796467,0.013614423,0.15949486,0.21091211,0.01656114,0.07812945
60,0.01215859,0.0070482735,0.014225498,0.0114050945,0.14164557,0.007962728
61,0.523971,1.6973419,0.041373394,0.9505271,0.072342135,0.6872679
62,0.031782847,0.025183873,1.505206,0.047611725,0.6591951,0.06770273
63,0.03241369,0.018168489,0.03202653,0.0120909205,0.5797443,0.025418073
64,0.65886694,0.14051889,0.032760426,0.02626464,0.29196325,0.035861395
65,2.2523663,0.04689816,0.06254685,0.91504073,0.33953497,0.030723292
66,0.021984894,0.25633752,0.21975589,0.025509637,0.22040701,0.36042827
67,0.08462036,0.023035206,0.070307046,0.009353567,0.16365354,0.13638473
68,0.036874417,7.606949,1.6571809,3.0077448,0.024182914,0.83029264
69,0.014940379,0.012404213,0.009054198,0.17632204,0.010478316,0.012726948
70,0.012246583,0.010399449,0.13762169,0.009466202,0.010731644,0.012309398
71,0.048560623,0.02108017,0.044047832,0.704356,0.03131904,0.026622122
72,10.866417,0.24231085,0.28825307,0.6857457,0.81214416,0.10080371
73,0.03759735,0.028619383,0.06921566,1.1724433,0.22642356,0.037566498
74,0.046305016,0.6483607,0.038756024,0.022834515,0.6394156,0.54065007
75,0.18896565,0.3306936,0.017673673,0.21267778,0.018124802,0.029234827
76,0.047292124,5.9678354,0.33318326,0.7214343,0.37174505,0.061244544
77,0.15582816,0.033243466,0.023085862,0.19020954,0.3535777,0.23449013
78,0.46733135,0.016495373,0.015267407,0.035643682,0.011578517,0.04385528
79,0.3299737,0.017570937,0.02056021,0.07360041,0.021180917,0.018751295
80,0.044812877,0.3181023,0.015782397,0.016884709,0.029954696,0.019727664
81,0.073563024,5.348193,2.7842946,1.2011514,0.052541547,0.033079974
82,1.1162761,0.98971355,0.036028605,0.6307473,1.2272278,0.029354159
83,5.7135,0.035316985,0.085773066,0.87831026,1.2035049,0.02994249
84,0.30843294,0.03023721,0.58066607,0.061918408,0.28977865,0.3448306
85,1.1011434,0.0388801,0.12656912,0.055454664,1.1593586,0.06339627
86,0.011843378,0.23380743,0.012598674,0.0084887715,0.005785665,0.0307421
87,0.356233,0.027259242,0.17362973,0.0344414,0.09708362,0.081254214
88,0.02746569,0.029885521,0.6231581,0.027346188,0.65540004,0.020040387
89,0.020391164,0.74736327,0.027696896,0.5051372,0.053690176,0.01757541
90,0.339162,0.01865936,0.030202748,0.04085377,0.13177693,0.013691433
91,0.010632726,0.11380994,0.013058035,0.007448967,0.009646614,0.06440098
92,0.336969,0.02734284,0.48429483,1.7789928,0.1013356,0.031291593
93,0.0128260385,0.0069721593,0.065691285,0.012944615,0.11398076,0.010679769
94,0.13327116,1.3834728,0.044085212,0.03583365,1.1969712,0.05036562
95,0.009395923,0.10365769,0.024189193,0.015395045,0.26221552,0.030869052
96,0.008897731,0.039268088,0.028709989,0.004632985,0.015455756,0.0140978135
97,0.023366082,0.025181403,0.055723265,2.9022458,0.028666578,0.02299299
98,0.68032837,0.043696795,0.02340036,0.76968855,0.059305176,0.027063018
99,0.013564852,0.01781128,0.20583722,0.015673919,0.079112604,0.011306084
100,0.019195233,0.21618539,0.024675451,0.017079314,0.02049366,0.014136567
101,0.02613176,0.13177006,2.2123296,0.024555223,0.025839502,0.12418436
102,0.010266221,0.010934654,0.016814247,0.012260691,0.076567866,0.008781866
103,0.03380801,0.040533174,0.029841706,0.23567371,3.9545934,0.027019251
104,0.02720653,0.36062482,0.22507472,0.027097447,0.41051912,0.026208917
105,0.014237242,0.8541479,0.017901195,0.18431616,0.029755875,0.08199233
106,0.08581022,0.1721353,0.015199633,0.012095763,0.016373303,0.017427707
107,0.016888112,0.82325906,0.024980037,0.025195029,0.029121477,0.016922457
108,0.033085488,0.44892645,2.1728382,0.034226276,0.22648956,0.034363087
109,0.015823996,0.09076219,0.27095214,0.018853411,0.02078452,0.038974356
110,1.888091,0.42591685,9.521961,0.17016557,1.8579597,0.26844794
111,0.030560417,0.37240013,0.014020781,0.021565441,0.036083348,0.011341261
112,0.031813543,0.719219,0.015457612,0.882619,0.12156407,0.014800999
113,0.48842514,0.26616472,14.409597,0.39341635,1.4455172,3.8954444
114,0.010688427,0.0076082405,0.1488373,0.009432623,0.0038521003,0.010703546
115,0.029341875,1.2757926,0.023663344,0.037109297,0.0521102,0.019292943
