,neg_elbo,entropy,log_prior,recon
97,5515568.5,929487.75,-4586081.5,-5174823.0
98,5519216.5,930093.5,-4589123.0,-5178387.5
99,5516087.5,930364.4,-4585723.5,-5175291.5
100,5518600.5,930953.25,-4587647.0,-5177627.0
101,5517371.0,931320.25,-4586051.0,-5176300.0
102,5515486.5,929732.56,-4585754.0,-5174540.0
103,5515728.5,930722.06,-4585006.5,-5174408.5
104,5523364.5,931358.94,-4592006.0,-5182154.0
105,5511044.5,931556.3,-4579488.0,-5169701.0
106,5516125.5,931492.56,-4584633.5,-5174782.0
107,5511686.5,932470.75,-4579215.5,-5170038.0
108,5514476.0,932379.6,-4582096.5,-5172924.0
109,5512409.0,932497.8,-4579911.5,-5170755.0
110,5521065.0,933154.0,-4587911.0,-5179301.0
111,5519435.0,933139.75,-4586295.0,-5177514.0
112,5513535.5,932785.06,-4580750.5,-5171769.0
113,5515399.5,933472.2,-4581927.5,-5173297.0
114,5515559.5,933460.56,-4582099.0,-5173534.0
115,5508151.5,934182.06,-4573969.5,-5165888.0
116,5508639.5,933794.9,-4574844.5,-5166459.0
117,5509463.0,933933.25,-4575530.0,-5167105.5
118,5512523.0,934510.06,-4578013.0,-5170147.5
119,5509636.5,934838.94,-4574797.5,-5167089.0
120,5508018.5,934532.56,-4573485.5,-5165553.5
121,5510127.5,935157.8,-4574969.5,-5167545.5
122,5507587.0,935621.1,-4571965.5,-5164737.5
123,5504299.0,934754.9,-4569544.5,-5161574.0
124,5513323.5,935536.9,-4577787.0,-5170469.0
125,5508236.0,934914.56,-4573322.0,-5165459.5
126,5512350.5,935625.25,-4576725.5,-5169354.0
127,5509551.5,936271.94,-4573279.5,-5166544.0
128,5508342.0,936170.94,-4572170.5,-5165364.0
129,5507137.5,936061.1,-4571075.5,-5164028.0
130,5512223.5,936586.75,-4575637.0,-5169039.5
131,5503083.5,936585.8,-4566497.5,-5159827.0
132,5507479.0,937067.06,-4570412.5,-5164114.0
133,5507546.0,938156.94,-4569389.0,-5163983.5
134,5503908.5,937322.25,-4566586.0,-5160280.5
135,5507908.0,937561.44,-4570346.0,-5164353.5
136,5501725.5,938293.7,-4563432.5,-5157966.0
137,5509038.5,938118.56,-4570920.5,-5165348.0
138,5512185.5,937180.25,-4575005.5,-5168502.0
139,5505209.5,937923.5,-4567286.0,-5161344.0
140,5511798.0,937650.4,-4574147.0,-5168006.0
141,5507495.0,938623.2,-4568871.5,-5163502.5
142,5502337.5,938758.75,-4563578.5,-5158321.5
143,5501794.5,937985.8,-4563809.0,-5157735.5
144,5505702.0,938715.06,-4566987.0,-5161474.5
145,5510578.0,938990.3,-4571588.0,-5166231.5
146,5500148.0,938983.94,-4561163.5,-5155905.5
147,5506923.5,939093.5,-4567829.5,-5162609.0
148,5508737.5,939208.4,-4569529.5,-5164423.5
149,5502356.0,938732.6,-4563623.5,-5157974.0
