,0,1,2,3,4,5
0,0.15931946,0.07726688,0.075676195,2.2624545,1.5565438,0.08374775
1,0.05300812,0.5115257,0.049287707,0.043664217,0.05190197,0.02911252
2,0.06559798,0.052217983,1.6194998,0.07103114,0.049586263,0.06612127
3,0.08014105,0.058030706,0.2206226,0.61889195,0.07333038,0.11117512
4,0.04446649,0.037095163,0.42253485,0.037116956,0.07728454,0.04310112
5,0.06305201,0.60833365,0.098980226,1.3831469,1.1699624,0.05852609
6,0.19712147,0.06525852,0.17260797,0.10249464,0.7789537,0.40906736
7,0.045909334,0.030576631,0.3344352,0.03117863,0.039037857,0.043992426
8,0.028870285,0.02612883,0.09344168,0.030473948,0.030614136,0.08341152
9,0.098911725,0.15384154,0.04089836,0.055960752,0.04596237,0.07039814
10,0.09671105,0.06157821,0.05501961,0.064569816,0.6015948,0.08770165
11,0.060156822,0.04784565,0.06874098,0.052738864,0.04599092,1.2637843
12,0.0577032,0.8458245,0.043376762,0.19855906,0.08126492,0.094130926
13,0.11618339,0.12668914,7.0474844,0.13917375,0.7492742,0.23553598
14,1.3990271,0.06690243,0.12330805,0.07869615,0.16481003,0.10347447
15,0.038282625,0.033301193,0.13860928,0.06652775,0.042820856,0.06454074
16,0.03431178,0.03197834,0.049430303,0.03638584,0.11023614,0.1576281
17,0.03943117,0.3657467,0.036985427,0.032910757,0.023054063,0.038869124
18,0.044414688,0.6900874,0.04254832,0.13904513,0.042744868,0.035077512
19,0.0902479,0.17172666,0.070963524,0.1301178,0.08777642,0.08150325
20,14.057877,1.1201097,0.20733695,0.23554863,0.7507233,0.13180105
21,0.71967465,0.14944118,1.4367687,0.084271275,0.077893674,0.08940704
22,0.22718479,5.3531685,0.13589144,1.123068,0.5806698,0.23475397
23,0.59284025,0.06553631,0.14708707,0.30796537,0.40333498,0.07829706
24,0.06470993,0.29967493,0.03607725,0.09796176,0.06917882,0.043097846
25,0.073391736,0.39717168,0.29103574,0.28464615,0.0613517,0.045736704
26,0.09319288,0.076987095,0.12144477,0.3118883,0.5753127,0.23615472
27,0.029612282,0.045550257,0.03859482,0.050807074,0.046057127,0.1825099
28,0.06212303,0.0489039,0.36468127,0.03682851,0.05300577,0.045684226
29,0.119816735,0.066575915,0.3691622,0.09077451,0.10366661,2.060797
30,0.048173096,0.19226415,0.058572218,0.04926753,0.04568031,0.17500988
31,0.03148669,0.10224475,0.095879,0.037591405,0.09556633,0.05450201
32,0.05148653,1.0330337,0.056155723,0.07924906,0.056740418,0.040563
33,0.07724804,0.52968717,0.045181084,0.046903376,0.05647916,0.0717561
34,0.07568261,0.39853388,0.23459312,0.07417836,0.11043235,0.19692248
35,0.12636532,0.097175844,1.4066097,0.07190534,0.2864778,0.67132336
36,0.20241934,0.081795365,0.1780902,0.06682932,0.11566197,1.0121007
37,0.05032658,0.046272554,1.1803684,0.04708862,0.030059613,0.05719249
38,0.55402887,2.580982,0.46236068,0.11505277,0.28748244,0.40465608
39,0.06353067,0.039773162,0.92404455,0.07798751,0.27186462,0.054978035
40,0.09609553,0.6230023,0.06558541,0.06825205,0.19068971,0.0660106
41,0.42648104,0.04966527,0.096902594,0.50884074,0.11977907,0.2505356
42,2.0511537,0.049210038,0.04408079,0.057320047,0.17183277,0.0645584
43,0.07338319,0.35987657,0.10461007,0.04807477,0.11700364,0.46411818
44,0.72813904,0.07023418,0.28620863,0.059141856,0.056379013,0.054404825
