,neg_elbo,entropy,log_prior,recon
51,4452422.5,730922.25,-3721500.0,-4180851.2
52,4453054.0,732324.1,-3720729.5,-4181435.5
53,4446987.0,733466.9,-3713520.5,-4175234.5
54,4448532.5,735366.94,-3713165.2,-4176677.2
55,4444610.5,736648.2,-3707962.5,-4172606.5
56,4441527.5,737216.4,-3704312.0,-4169476.8
57,4439568.0,739542.4,-3700025.5,-4167323.2
58,4439784.0,740366.9,-3699416.8,-4167478.5
59,4441309.5,741894.8,-3699414.8,-4168804.8
60,4438058.5,742682.6,-3695375.5,-4165474.5
61,4440952.0,743097.5,-3697854.5,-4168336.0
62,4437994.0,745751.4,-3692242.8,-4164957.2
63,4436765.0,746580.1,-3690184.5,-4163698.0
64,4428747.5,746697.9,-3682049.2,-4155746.5
65,4431788.0,747716.06,-3684071.5,-4158602.8
66,4427610.0,748216.1,-3679394.5,-4154290.5
67,4428737.5,749177.56,-3679560.0,-4155446.0
68,4426857.5,749600.3,-3677256.8,-4153403.5
69,4429033.0,750762.7,-3678270.0,-4155421.2
70,4424772.0,752118.9,-3672653.2,-4150853.2
71,4421278.0,752335.6,-3668942.5,-4147324.8
72,4425100.5,752645.1,-3672455.2,-4151366.5
73,4430011.0,754010.1,-3676001.2,-4155892.5
74,4422503.0,753642.8,-3668860.0,-4148318.0
75,4417241.0,753989.56,-3663252.0,-4143092.0
76,4424195.0,755007.9,-3669186.8,-4149706.8
77,4420645.5,755513.44,-3665132.5,-4146169.2
78,4420994.5,756728.25,-3664265.5,-4146319.5
79,4420755.0,756734.44,-3664020.8,-4146046.8
80,4420825.0,757905.06,-3662919.5,-4145961.5
81,4420461.0,758210.9,-3662250.5,-4145581.2
82,4421475.0,757970.6,-3663504.5,-4146532.0
83,4417510.0,757454.9,-3660055.2,-4142488.5
84,4413499.0,758710.6,-3654788.8,-4138148.5
85,4415064.5,758553.6,-3656510.5,-4139763.2
86,4415236.0,759749.4,-3655486.8,-4139825.5
87,4417335.0,760339.25,-3656995.5,-4141739.5
88,4417548.0,760253.2,-3657294.5,-4141873.2
89,4416825.5,761727.1,-3655098.0,-4141022.8
90,4415952.5,761172.4,-3654779.5,-4140106.0
91,4414431.5,761681.8,-3652750.0,-4138564.8
92,4413848.5,761886.3,-3651962.0,-4137927.5
93,4411463.0,761892.8,-3649570.0,-4135486.8
94,4410062.0,762790.56,-3647271.5,-4133914.5
95,4411496.0,763007.5,-3648489.2,-4135260.0
96,4408191.5,763456.4,-3644734.8,-4131728.5
97,4411769.5,763063.7,-3648706.0,-4135327.5
98,4407173.0,764588.75,-3642584.0,-4130618.8
99,4408991.0,764828.56,-3644162.5,-4132310.8
100,4412089.0,764562.75,-3647526.0,-4135414.0
101,4409726.5,764887.2,-3644838.5,-4132980.5
102,4406037.0,765730.06,-3640306.0,-4129151.2
103,4406108.0,764925.9,-3641182.0,-4129289.5
104,4412976.0,765630.4,-3647345.5,-4135862.5
105,4409456.5,766813.6,-3642643.2,-4132232.8
106,4405118.0,767279.6,-3637838.5,-4127706.0
107,4412037.5,767227.75,-3644810.0,-4134660.0
108,4402875.0,767130.1,-3635744.8,-4125431.2
109,4409110.0,767493.7,-3641616.0,-4131608.0
110,4405389.0,766807.44,-3638582.0,-4127879.2
111,4406986.5,767368.1,-3639618.8,-4129378.5
112,4407303.0,767395.56,-3639907.2,-4129625.5
113,4405247.0,767506.94,-3637740.0,-4127398.0
114,4401599.0,768317.75,-3633281.2,-4123682.0
115,4407261.0,768610.7,-3638650.0,-4129207.5
116,4405186.5,768006.0,-3637180.5,-4127138.5
117,4407152.0,767898.25,-3639254.5,-4129010.5
118,4405136.0,768527.94,-3636608.0,-4127010.0
119,4404600.0,769887.7,-3634712.5,-4126140.5
120,4404059.0,769024.0,-3635034.8,-4125770.5
121,4405258.5,768940.9,-3636316.8,-4126814.5
122,4403990.5,770262.9,-3633727.2,-4125403.2
123,4404928.5,770337.3,-3634590.8,-4126126.5
124,4405692.0,770321.1,-3635370.8,-4127000.5
125,4403868.0,770031.3,-3633836.8,-4125050.0
126,4402480.5,770553.3,-3631927.2,-4123421.5
127,4399129.0,770748.6,-3628380.5,-4120119.2
128,4401037.5,771151.4,-3629886.5,-4121988.5
129,4407733.0,771014.4,-3636718.8,-4128662.5
130,4399967.0,771880.4,-3628087.2,-4120675.2
131,4402735.0,771638.0,-3631097.2,-4123514.8
132,4399231.0,770956.44,-3628274.8,-4119954.5
133,4401989.5,771340.5,-3630649.5,-4122700.5
134,4401854.5,771692.1,-3630162.0,-4122511.2
135,4398225.0,772217.9,-3626006.8,-4118584.8
136,4398740.5,772157.6,-3626582.8,-4119080.8
137,4401034.5,772309.1,-3628725.5,-4121355.5
138,4399218.0,772597.5,-3626620.8,-4119373.2
139,4402136.0,772640.75,-3629494.8,-4122312.8
140,4397291.0,773072.4,-3624218.8,-4117368.8
141,4395901.0,772594.6,-3623306.8,-4115953.5
142,4397937.0,772718.6,-3625218.0,-4117884.8
143,4398807.0,773047.1,-3625759.5,-4118598.0
144,4396615.0,773217.9,-3623397.2,-4116428.5
145,4400794.5,773152.06,-3627642.0,-4120464.8
146,4397843.0,773796.4,-3624046.8,-4117449.2
147,4400801.0,773458.0,-3627343.5,-4120483.5
148,4399658.0,773794.9,-3625863.2,-4119252.5
149,4397406.0,774220.9,-3623184.8,-4116757.5
