,0,1,2,3,4,5
0,0.012955837,0.21223326,0.009362561,0.012253144,0.0075983107,0.00820222
1,0.014676382,0.018762968,0.14284518,0.015800372,0.108242676,0.50893897
2,0.019678941,0.2588528,0.083345294,0.3658256,0.024852816,0.03911564
3,0.01150796,0.0077341218,0.011655295,0.10816619,0.00778575,0.0078724455
4,0.011335562,0.012859302,0.028619274,0.00793844,0.42033887,0.11667457
5,0.11223733,0.012299323,0.006309314,0.42223075,0.02782877,0.011737795
6,2.7403038,0.02172198,0.04421457,0.033317167,0.029938245,0.046889465
7,0.038021404,0.01250273,0.14896397,0.009706403,0.072082326,0.022275297
8,0.025100565,2.4688106,0.025536934,0.29512572,0.023313846,0.027829798
9,0.006481202,0.013462715,0.13585024,0.009964848,0.0068189595,0.01303073
10,0.45384482,0.02226783,0.016942833,0.01764626,0.19369641,0.011857343
11,0.0070241424,0.009068554,0.15774462,0.14329775,0.013083798,0.019664861
12,0.05740128,0.026969723,0.025116924,0.021416243,0.061951008,3.7386265
13,0.04470422,0.022880984,2.260316,0.039767984,0.037664697,0.66852283
14,0.038354937,0.47944966,0.015662245,0.44105968,0.47271368,0.018741664
15,0.022384943,0.0166039,0.00980143,0.12506495,0.30236524,0.019089896
16,0.020060303,0.6678262,0.04293313,0.022400364,0.26573706,0.019886063
17,0.019488005,0.17801405,0.027078744,0.018058153,0.009480596,0.012863697
18,0.6437261,2.2144732,0.5713466,0.23067397,1.7718982,0.26514283
19,0.021698805,0.021918042,0.6355827,0.01117731,0.35671335,0.040594667
20,0.0058427975,0.0053895367,0.0556759,0.013386772,0.019961419,0.0040808218
21,0.08989403,0.015208024,0.04507663,0.014843251,0.012062392,0.018576326
22,0.75052536,0.020445434,0.018832816,0.021141926,0.012438598,0.015507445
23,0.01911111,0.15743314,0.024215274,1.0166914,0.3302224,0.018831816
24,0.014568127,0.021704335,0.122965984,0.016305588,0.047509603,0.009271724
25,0.01151822,0.31964922,0.018732782,0.03915317,0.013549826,0.014383371
26,0.012344107,0.026353242,0.012402261,0.5047325,0.011905695,0.1224931
27,0.016175913,0.032104187,0.020336213,0.012260653,0.10072422,0.1540819
28,0.046217773,0.013488816,0.22867553,0.02962438,0.015762264,0.22184986
29,0.033785176,1.302129,0.21570297,0.023827212,2.0660305,0.0264115
30,0.01558935,0.0036961888,0.13482039,0.017468216,0.014953954,0.012023648
31,0.015331534,0.19325851,0.011102435,0.013557271,0.12414576,0.018162433
32,0.011492093,0.010544543,0.23400645,0.01554018,0.18883608,0.03655173
33,3.064602,0.02270091,0.029321723,0.03875612,0.65054995,0.022685565
34,0.017988456,0.015979469,0.25224355,0.018496692,0.022968672,1.6150959
35,0.4080167,0.012015767,0.02506326,0.012852462,0.36101234,0.01214969
36,0.01689146,0.023817038,0.0080445325,0.063197,0.16518226,0.012001789
37,0.02294303,0.024286041,0.0065350267,0.013254791,0.005806223,0.18342674
38,0.7433284,0.011005208,0.8047997,0.014693527,0.12932865,0.03087052
39,0.0058484767,0.16740672,0.008489145,0.0068731746,0.013113962,0.010504487
40,0.15261267,0.21292426,0.016599052,0.022180049,0.016762134,0.027097838
41,0.027050601,1.3986664,0.053863995,0.015932314,0.3179305,0.03967162
42,0.032542877,0.020873852,0.018504558,0.07573236,1.5575858,0.018749584
43,0.019772958,0.018938022,0.00961406,0.19761018,0.015631646,0.014552164
44,0.017410094,0.30849233,0.015391374,0.45262584,0.032133494,0.014444513
45,0.4242547,0.06023467,0.063109614,0.01362227,0.08070865,0.24136591
46,0.023750503,0.4369566,0.015806684,0.02764134,0.1948142,0.036773987
47,0.0065068635,0.42430097,0.009603488,0.008351719,0.011335417,0.010700124
